Year,Disaster Subgroup,Disaster Type,Country,ISO,Region,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Affected
1990,Technological,Miscellaneous accident,Spain,ESP,Southern Europe,1990,1.0,14.0,1990,1.0,14.0,
1990,Meteorological,Storm,Spain,ESP,Southern Europe,1990,12.0,11.0,1990,12.0,11.0,
1990,Meteorological,Storm,Spain,ESP,Southern Europe,1990,2.0,13.0,1990,2.0,15.0,
1990,Meteorological,Storm,Finland,FIN,Northern Europe,1990,1.0,25.0,1990,1.0,26.0,
1990,Meteorological,Storm,Finland,FIN,Northern Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Hydrological,Landslide,France,FRA,Western Europe,1990,2.0,15.0,1990,2.0,17.0,
1990,Meteorological,Extreme temperature ,France,FRA,Western Europe,1990,7.0,24.0,1990,7.0,24.0,
1990,Technological,Transport accident,France,FRA,Western Europe,1990,6.0,3.0,1990,6.0,3.0,22.0
1990,Meteorological,Storm,France,FRA,Western Europe,1990,12.0,9.0,1990,12.0,9.0,
1990,Meteorological,Storm,France,FRA,Western Europe,1990,1.0,25.0,1990,1.0,26.0,
1990,Meteorological,Storm,France,FRA,Western Europe,1990,2.0,3.0,1990,2.0,4.0,
1990,Meteorological,Storm,France,FRA,Western Europe,1990,2.0,7.0,1990,2.0,8.0,
1990,Meteorological,Storm,France,FRA,Western Europe,1990,2.0,11.0,1990,2.0,12.0,
1990,Meteorological,Storm,France,FRA,Western Europe,1990,2.0,13.0,1990,2.0,15.0,
1990,Meteorological,Storm,France,FRA,Western Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Meteorological,Storm,France,FRA,Western Europe,1990,2.0,28.0,1990,3.0,1.0,
1990,Geophysical,Earthquake,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,4.0,2.0,1990,4.0,2.0,
1990,Technological,Miscellaneous accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,10.0,22.0,1990,10.0,22.0,
1990,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,12.0,9.0,1990,12.0,9.0,
1990,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,1.0,25.0,1990,1.0,26.0,
1990,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,2.0,3.0,1990,2.0,4.0,
1990,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,2.0,7.0,1990,2.0,8.0,
1990,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,2.0,11.0,1990,2.0,12.0,
1990,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1990,2.0,28.0,1990,3.0,1.0,
1990,Geophysical,Earthquake,Greece,GRC,Southern Europe,1990,12.0,21.0,1990,12.0,21.0,60.0
1990,Geophysical,Earthquake,Greece,GRC,Southern Europe,1990,6.0,16.0,1990,6.0,16.0,1.0
1990,Meteorological,Storm,Greece,GRC,Southern Europe,1990,2.0,28.0,1990,3.0,1.0,
1990,Meteorological,Storm,Ireland,IRL,Northern Europe,1990,1.0,24.0,1990,1.0,26.0,
1990,Meteorological,Storm,Ireland,IRL,Northern Europe,1990,2.0,11.0,1990,2.0,12.0,
1990,Meteorological,Storm,Ireland,IRL,Northern Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Geophysical,Earthquake,Italy,ITA,Southern Europe,1990,5.0,6.0,1990,5.0,6.0,16.0
1990,Geophysical,Earthquake,Italy,ITA,Southern Europe,1990,12.0,13.0,1990,12.0,13.0,2700.0
1990,Climatological,Wildfire,Italy,ITA,Southern Europe,1990,3.0,,1990,7.0,,
1990,Climatological,Wildfire,Italy,ITA,Southern Europe,1990,4.0,,1990,7.0,,
1990,Technological,Transport accident,Italy,ITA,Southern Europe,1990,12.0,7.0,1990,12.0,7.0,270.0
1990,Technological,Transport accident,Italy,ITA,Southern Europe,1990,10.0,3.0,1990,10.0,3.0,
1990,Technological,Transport accident,Italy,ITA,Southern Europe,1990,4.0,30.0,1990,4.0,30.0,
1990,Meteorological,Storm,Italy,ITA,Southern Europe,1990,2.0,28.0,1990,3.0,1.0,
1990,Meteorological,Storm,Luxembourg,LUX,Western Europe,1990,1.0,25.0,1990,1.0,26.0,
1990,Meteorological,Storm,Luxembourg,LUX,Western Europe,1990,2.0,3.0,1990,2.0,4.0,
1990,Meteorological,Storm,Luxembourg,LUX,Western Europe,1990,2.0,7.0,1990,2.0,8.0,
1990,Meteorological,Storm,Luxembourg,LUX,Western Europe,1990,2.0,13.0,1990,2.0,15.0,
1990,Meteorological,Storm,Luxembourg,LUX,Western Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Meteorological,Storm,Luxembourg,LUX,Western Europe,1990,2.0,28.0,1990,3.0,1.0,
1990,Technological,Industrial accident,Netherlands (the),NLD,Western Europe,1990,8.0,23.0,1990,8.0,23.0,
1990,Technological,Industrial accident,Netherlands (the),NLD,Western Europe,1990,2.0,25.0,1990,2.0,25.0,
1990,Meteorological,Storm,Netherlands (the),NLD,Western Europe,1990,1.0,25.0,1990,1.0,26.0,
1990,Meteorological,Storm,Netherlands (the),NLD,Western Europe,1990,2.0,3.0,1990,2.0,4.0,
1990,Meteorological,Storm,Netherlands (the),NLD,Western Europe,1990,2.0,7.0,1990,2.0,8.0,
1990,Meteorological,Storm,Netherlands (the),NLD,Western Europe,1990,2.0,13.0,1990,2.0,15.0,
1990,Meteorological,Storm,Netherlands (the),NLD,Western Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Meteorological,Storm,Netherlands (the),NLD,Western Europe,1990,2.0,28.0,1990,3.0,1.0,
1990,Technological,Transport accident,Norway,NOR,Northern Europe,1990,4.0,6.0,1990,4.0,6.0,
1990,Meteorological,Storm,Norway,NOR,Northern Europe,1990,1.0,25.0,1990,1.0,26.0,
1990,Meteorological,Storm,Norway,NOR,Northern Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Technological,Transport accident,Poland,POL,Eastern Europe,1990,8.0,20.0,1990,8.0,20.0,39.0
1990,Meteorological,Storm,Poland,POL,Eastern Europe,1990,1.0,24.0,1990,1.0,26.0,
1990,Technological,Transport accident,Portugal,PRT,Southern Europe,1990,8.0,16.0,1990,8.0,16.0,37.0
1990,Geophysical,Earthquake,Romania,ROU,Eastern Europe,1990,5.0,30.0,1990,5.0,30.0,700.0
1991,Geophysical,Earthquake,Romania,ROU,Eastern Europe,1991,7.0,18.0,1991,7.0,18.0,1845.0
1991,Hydrological,Flood,Romania,ROU,Eastern Europe,1991,7.0,29.0,1991,7.0,30.0,15000.0
1991,Climatological,Drought,France,FRA,Western Europe,1991,7.0,,1991,,,
1991,Climatological,Wildfire,Spain,ESP,Southern Europe,1991,8.0,6.0,1991,8.0,6.0,
1991,Technological,Transport accident,Spain,ESP,Southern Europe,1991,12.0,6.0,1991,12.0,6.0,50.0
1991,Meteorological,Extreme temperature ,France,FRA,Western Europe,1991,2.0,,1991,2.0,,
1991,Meteorological,Extreme temperature ,France,FRA,Western Europe,1991,4.0,20.0,1991,4.0,21.0,
1991,Technological,Transport accident,France,FRA,Western Europe,1991,4.0,9.0,1991,4.0,9.0,
1991,Technological,Transport accident,France,FRA,Western Europe,1991,10.0,17.0,1991,10.0,17.0,62.0
1991,Technological,Industrial accident,France,FRA,Western Europe,1991,6.0,15.0,1991,6.0,15.0,2507.0
1991,Technological,Miscellaneous accident,France,FRA,Western Europe,1991,6.0,28.0,1991,6.0,28.0,1.0
1991,Meteorological,Extreme temperature ,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1991,2.0,14.0,1991,2.0,14.0,
1991,Technological,Transport accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1991,3.0,14.0,1991,3.0,14.0,25.0
1991,Technological,Transport accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1991,1.0,8.0,1991,1.0,8.0,248.0
1991,Technological,Transport accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1991,12.0,7.0,1991,12.0,7.0,100.0
1991,Technological,Industrial accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1991,8.0,2.0,1991,8.0,2.0,1400.0
1991,Meteorological,Storm,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1991,1.0,5.0,1991,1.0,6.0,
1991,Meteorological,Extreme temperature ,Greece,GRC,Southern Europe,1991,2.0,5.0,1991,2.0,5.0,
1991,Technological,Transport accident,Greece,GRC,Southern Europe,1991,2.0,5.0,1991,2.0,5.0,
1991,Technological,Industrial accident,Greece,GRC,Southern Europe,1991,6.0,19.0,1991,6.0,19.0,200.0
1991,Meteorological,Storm,Ireland,IRL,Northern Europe,1991,1.0,5.0,1991,1.0,7.0,
1991,Geophysical,Volcanic activity,Italy,ITA,Southern Europe,1991,12.0,15.0,1991,12.0,15.0,7000.0
1991,Technological,Transport accident,Italy,ITA,Southern Europe,1991,4.0,11.0,1991,4.0,11.0,
1991,Technological,Transport accident,Malta,MLT,Southern Europe,1991,1.0,21.0,1991,1.0,21.0,
1991,Technological,Industrial accident,Netherlands (the),NLD,Western Europe,1991,12.0,13.0,1991,12.0,13.0,
1991,Technological,Transport accident,Poland,POL,Eastern Europe,1991,1.0,10.0,1991,1.0,10.0,
1991,Climatological,Wildfire,Portugal,PRT,Southern Europe,1991,,,1991,,,
1991,Technological,Transport accident,Portugal,PRT,Southern Europe,1991,12.0,4.0,1991,12.0,4.0,
1991,Geophysical,Earthquake,Romania,ROU,Eastern Europe,1991,12.0,2.0,1991,12.0,2.0,4005.0
1991,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1991,11.0,26.0,1991,11.0,26.0,
1991,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1991,11.0,20.0,1991,11.0,20.0,46.0
1991,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1991,11.0,8.0,1991,11.0,8.0,
1992,Technological,Transport accident,Spain,ESP,Southern Europe,1992,8.0,19.0,1992,8.0,19.0,11.0
1992,Technological,Transport accident,Spain,ESP,Southern Europe,1992,5.0,8.0,1992,5.0,8.0,31.0
1992,Technological,Industrial accident,Spain,ESP,Southern Europe,1992,12.0,3.0,1992,12.0,3.0,
1992,Meteorological,Storm,France,FRA,Western Europe,1992,9.0,22.0,1992,9.0,22.0,2000.0
1992,Hydrological,Flood,France,FRA,Western Europe,1992,9.0,27.0,1992,9.0,27.0,
1992,Biological,Epidemic,France,FRA,Western Europe,1992,4.0,,1992,4.0,,
1992,Technological,Transport accident,France,FRA,Western Europe,1992,1.0,20.0,1992,1.0,20.0,
1992,Technological,Miscellaneous accident,France,FRA,Western Europe,1992,5.0,5.0,1992,5.0,5.0,625.0
1992,Meteorological,Storm,France,FRA,Western Europe,1992,1.0,22.0,1992,1.0,22.0,
1992,Technological,Transport accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1992,3.0,15.0,1992,3.0,15.0,
1992,Technological,Transport accident,Croatia,HRV,Southern Europe,1992,5.0,6.0,1992,5.0,6.0,25.0
1992,Technological,Transport accident,Hungary,HUN,Eastern Europe,1992,9.0,26.0,1992,9.0,26.0,
1992,Climatological,Drought,Hungary,HUN,Eastern Europe,1992,5.0,,1992,8.0,,
1992,Hydrological,Flood,Italy,ITA,Southern Europe,1992,9.0,28.0,1992,9.0,28.0,
1992,Hydrological,Flood,Italy,ITA,Southern Europe,1992,10.0,31.0,1992,10.0,31.0,1000.0
1992,Technological,Transport accident,Italy,ITA,Southern Europe,1992,1.0,3.0,1992,1.0,3.0,100.0
1992,Technological,Transport accident,Italy,ITA,Southern Europe,1992,1.0,27.0,1992,1.0,27.0,100.0
1992,Climatological,Drought,Lithuania,LTU,Northern Europe,1992,6.0,,1992,7.0,,
1992,Geophysical,Earthquake,Netherlands (the),NLD,Western Europe,1992,4.0,13.0,1992,4.0,13.0,20.0
1992,Hydrological,Flood,Netherlands (the),NLD,Western Europe,1992,8.0,12.0,1992,8.0,12.0,
1992,Technological,Transport accident,Netherlands (the),NLD,Western Europe,1992,10.0,4.0,1992,10.0,4.0,36.0
1992,Technological,Miscellaneous accident,Netherlands (the),NLD,Western Europe,1992,8.0,12.0,1992,8.0,12.0,
1992,Meteorological,Storm,Norway,NOR,Northern Europe,1992,1.0,1.0,1992,1.0,1.0,
1992,Climatological,Wildfire,Poland,POL,Eastern Europe,1992,7.0,1.0,1992,8.0,18.0,
1992,Technological,Transport accident,Portugal,PRT,Southern Europe,1992,12.0,21.0,1992,12.0,21.0,90.0
1992,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,1992,11.0,,1992,11.0,,
1992,Hydrological,Landslide,Russian Federation (the),RUS,Eastern Europe,1992,11.0,26.0,1992,11.0,26.0,1750.0
1992,Climatological,Wildfire,Russian Federation (the),RUS,Eastern Europe,1992,7.0,7.0,1992,7.0,7.0,
1992,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1992,8.0,27.0,1992,8.0,27.0,
1992,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1992,11.0,5.0,1992,11.0,5.0,
1992,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1992,11.0,5.0,1992,11.0,5.0,
1993,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,1993,6.0,13.0,1993,6.0,17.0,6953.0
1993,Meteorological,Storm,France,FRA,Western Europe,1993,7.0,5.0,1993,7.0,6.0,1518.0
1993,Meteorological,Storm,France,FRA,Western Europe,1993,9.0,22.0,1993,9.0,25.0,202.0
1993,Meteorological,Storm,Italy,ITA,Southern Europe,1993,9.0,22.0,1993,9.0,25.0,1000.0
1993,Climatological,Drought,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,1993,12.0,,1993,,,10000.0
1993,Technological,Transport accident,Spain,ESP,Southern Europe,1993,4.0,12.0,1993,4.0,12.0,
1993,Hydrological,Flood,France,FRA,Western Europe,1993,12.0,20.0,1993,12.0,31.0,
1993,Technological,Transport accident,France,FRA,Western Europe,1993,11.0,10.0,1993,11.0,10.0,50.0
1993,Technological,Industrial accident,France,FRA,Western Europe,1993,6.0,25.0,1993,6.0,25.0,34.0
1993,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1993,12.0,20.0,1993,12.0,31.0,
1993,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1993,1.0,23.0,1993,1.0,23.0,600.0
1993,Geophysical,Earthquake,Greece,GRC,Southern Europe,1993,3.0,27.0,1993,3.0,27.0,1516.0
1993,Geophysical,Earthquake,Greece,GRC,Southern Europe,1993,7.0,14.0,1993,7.0,14.0,605.0
1993,Hydrological,Flood,Ireland,IRL,Northern Europe,1993,6.0,13.0,1993,6.0,13.0,3500.0
1993,Technological,Transport accident,Italy,ITA,Southern Europe,1993,2.0,9.0,1993,2.0,9.0,120.0
1993,Technological,Transport accident,Italy,ITA,Southern Europe,1993,7.0,6.0,1993,7.0,6.0,
1993,Meteorological,Storm,Lithuania,LTU,Northern Europe,1993,1.0,15.0,1993,1.0,15.0,780000.0
1993,Hydrological,Flood,Luxembourg,LUX,Western Europe,1993,12.0,20.0,1993,12.0,31.0,
1993,Technological,Transport accident,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,1993,3.0,5.0,1993,3.0,5.0,14.0
1993,Technological,Transport accident,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,1993,11.0,20.0,1993,11.0,20.0,1.0
1993,Hydrological,Flood,Netherlands (the),NLD,Western Europe,1993,12.0,21.0,1993,12.0,31.0,13000.0
1993,Technological,Transport accident,Netherlands (the),NLD,Western Europe,1993,9.0,2.0,1993,9.0,2.0,
1993,Technological,Industrial accident,Netherlands (the),NLD,Western Europe,1993,1.0,7.0,1993,1.0,7.0,
1993,Technological,Miscellaneous accident,Netherlands (the),NLD,Western Europe,1993,8.0,30.0,1993,8.0,30.0,
1993,Meteorological,Storm,Norway,NOR,Northern Europe,1993,1.0,3.0,1993,1.0,3.0,
1993,Meteorological,Storm,Romania,ROU,Eastern Europe,1993,5.0,24.0,1993,5.0,24.0,200.0
1993,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,1993,12.0,,1993,12.0,,7800.0
1993,Hydrological,Landslide,Russian Federation (the),RUS,Eastern Europe,1993,1.0,28.0,1993,1.0,28.0,
1993,Hydrological,Landslide,Russian Federation (the),RUS,Eastern Europe,1993,,,1993,,,
1993,Meteorological,Extreme temperature ,Russian Federation (the),RUS,Eastern Europe,1993,11.0,,1993,11.0,,260.0
1993,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1993,7.0,8.0,1993,7.0,8.0,
1993,Technological,Transport accident,Russian Federation (the),RUS,Eastern Europe,1993,8.0,26.0,1993,8.0,26.0,
1994,Meteorological,Storm,Spain,ESP,Southern Europe,1994,4.0,2.0,1994,4.0,2.0,
1994,Hydrological,Flood,France,FRA,Western Europe,1994,1.0,7.0,1994,1.0,12.0,210.0
1994,Hydrological,Flood,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1994,1.0,7.0,1994,1.0,12.0,
1994,Technological,Miscellaneous accident,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,1994,2.0,26.0,1994,2.0,26.0,22.0
1994,Meteorological,Storm,Netherlands (the),NLD,Western Europe,1994,1.0,27.0,1994,1.0,29.0,
1994,Meteorological,Storm,Poland,POL,Eastern Europe,1994,1.0,27.0,1994,1.0,29.0,
1994,Meteorological,Storm,Russian Federation (the),RUS,Eastern Europe,1994,3.0,26.0,1994,3.0,26.0,62.0
1994,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,1994,3.0,1.0,1994,3.0,1.0,10204.0
1994,Hydrological,Flood,Russian Federation (the),RUS,Eastern Europe,1994,4.0,,1994,4.0,,10000.0
1990,Geophysical,Earthquake,Soviet Union,SUN,Russian Federation,1990,5.0,30.0,1990,5.0,30.0,
1990,Geophysical,Earthquake,Soviet Union,SUN,Russian Federation,1990,6.0,14.0,1990,6.0,14.0,20000.0
1990,Geophysical,Earthquake,Soviet Union,SUN,Russian Federation,1990,8.0,3.0,1990,8.0,3.0,1508.0
1990,Geophysical,Earthquake,Soviet Union,SUN,Russian Federation,1990,12.0,1.0,1990,12.0,1.0,3000.0
1990,Hydrological,Flood,Soviet Union,SUN,Russian Federation,1990,5.0,5.0,1990,5.0,11.0,20000.0
1990,Hydrological,Flood,Soviet Union,SUN,Russian Federation,1990,7.0,8.0,1990,7.0,10.0,3000.0
1990,Hydrological,Flood,Soviet Union,SUN,Russian Federation,1990,5.0,18.0,1990,5.0,19.0,280.0
1990,Hydrological,Landslide,Soviet Union,SUN,Russian Federation,1990,7.0,13.0,1990,7.0,13.0,
1990,Technological,Transport accident,Soviet Union,SUN,Russian Federation,1990,1.0,13.0,1990,1.0,13.0,
1990,Technological,Transport accident,Soviet Union,SUN,Russian Federation,1990,8.0,1.0,1990,8.0,1.0,
1990,Technological,Transport accident,Soviet Union,SUN,Russian Federation,1990,12.0,30.0,1990,12.0,30.0,
1990,Technological,Transport accident,Soviet Union,SUN,Russian Federation,1990,7.0,10.0,1990,7.0,10.0,1.0
1990,Technological,Transport accident,Soviet Union,SUN,Russian Federation,1990,5.0,19.0,1990,5.0,19.0,
1990,Technological,Industrial accident,Soviet Union,SUN,Russian Federation,1990,8.0,25.0,1990,8.0,25.0,110.0
1990,Hydrological,Flood,Soviet Union,SUN,Russian Federation,1990,5.0,30.0,1990,5.0,30.0,208.0
1990,Meteorological,Storm,Sweden,SWE,Northern Europe,1990,1.0,25.0,1990,1.0,26.0,
1990,Meteorological,Storm,Sweden,SWE,Northern Europe,1990,2.0,25.0,1990,2.0,27.0,
1990,Hydrological,Flood,Yugoslavia,YUG,Southern Europe,1990,10.0,30.0,1990,10.0,30.0,
